Lead id,Job title,Company,Industry,Location,Company size,Campaign,Channel,Contacted at,Accepted,Replied,Reply label
lead_0361,Account Executive,Company 70,Financial Services,"Lyon, France",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-19,,,
lead_0362,SDR,Company 71,Software Development,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-19,,,
lead_0363,Partnerships Manager,Company 72,"Technology, Information and Internet","London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-25,,,
lead_0364,Sales Director,Company 73,"Technology, Information and Internet","Toronto, Canada",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-13,,,
lead_0365,Partnerships Manager,Company 74,IT Services and IT Consulting,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-26,,,
lead_0366,CMO,Company 75,"Technology, Information and Internet","Lisbon, Portugal",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-15,,,
lead_0367,GTM Engineer,Company 76,Marketing Services,"Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-24,,,
lead_0368,Sales Director,Company 77,Financial Services,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-03,,,
lead_0369,Directrice Marketing,Company 78,IT Services and IT Consulting,"Madrid, Spain",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-28,,,
lead_0370,Founder & CEO,Company 79,"Technology, Information and Internet","Austin, Texas, United States",51-200,Q2 — RevOps EU (email),EMAIL,2026-07-01,,,
lead_0371,Founder,Company 80,Software Development,"Paris, Île-de-France, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-15,,yes,Referral
lead_0372,Founder & CEO,Company 81,Software Development,"Lyon, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-03,,yes,Referral
lead_0373,Partnerships Manager,Company 82,Software Development,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-21,,,
lead_0374,Business Developer,Company 83,"Technology, Information and Internet","Amsterdam, Netherlands",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-01,,,
lead_0375,Directrice Marketing,Company 84,Financial Services,"Paris, Île-de-France, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-26,,yes,Not now
lead_0376,GTM Engineer,Company 85,IT Services and IT Consulting,"Lisbon, Portugal",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-01,,,
lead_0377,Partnerships Manager,Company 86,Financial Services,"Madrid, Spain",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-23,,,
lead_0378,CEO,Company 87,Software Development,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-17,,,
lead_0379,VP Marketing,Company 88,Financial Services,"Amsterdam, Netherlands",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-22,,,
lead_0380,SDR Manager,Company 89,Marketing Services,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-24,,,
lead_0381,Partnerships Manager,Company 90,Financial Services,"Toronto, Canada",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-15,,,
lead_0382,Sales Director,Company 91,Financial Services,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-18,,,
lead_0383,Chief Revenue Officer,Company 92,"Technology, Information and Internet","London, England, United Kingdom",201-500,Q2 — RevOps EU (email),EMAIL,2026-05-20,,yes,Interested
lead_0384,Head of Growth,Company 93,"Technology, Information and Internet","Lyon, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-24,,yes,Interested
lead_0385,Sales Director,Company 94,Financial Services,"New York, United States",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-28,,,
lead_0386,Account Executive,Company 95,IT Services and IT Consulting,"New York, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-26,,,
lead_0387,Marketing Manager,Company 96,Software Development,"Madrid, Spain",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-28,,,
lead_0388,Head of Growth,Company 00,IT Services and IT Consulting,"New York, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-05-09,,yes,Not interested
lead_0389,VP Marketing,Company 01,Financial Services,"Austin, Texas, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-16,,,
lead_0390,Directrice Marketing,Company 02,Financial Services,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-03,,,
lead_0391,Business Developer,Company 03,"Technology, Information and Internet","Amsterdam, Netherlands",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-20,,,
lead_0392,Managing Partner,Company 04,Software Development,"Amsterdam, Netherlands",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-25,,,
lead_0393,Founder,Company 05,"Technology, Information and Internet","Paris, Île-de-France, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-05,,,
lead_0394,COO,Company 06,Financial Services,"Toronto, Canada",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-12,,yes,Interested
lead_0395,Chief Revenue Officer,Company 07,Financial Services,"Madrid, Spain",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-02,,,
lead_0396,SDR Manager,Company 08,Software Development,"Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-20,,,
lead_0397,Responsable Commercial,Company 09,Software Development,"Amsterdam, Netherlands",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-04,,yes,Not interested
lead_0398,Head of RevOps,Company 10,"Technology, Information and Internet","Toronto, Canada",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-21,,,
lead_0399,Growth Marketer,Company 11,Marketing Services,"Lisbon, Portugal",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-12,,,
lead_0400,Sales Manager,Company 12,Financial Services,"Berlin, Germany",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-05-09,,,
lead_0401,Founder & CEO,Company 13,Software Development,"Toronto, Canada",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-09,,yes,Out of office
lead_0402,Directrice Marketing,Company 14,IT Services and IT Consulting,"Austin, Texas, United States",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-14,,,
lead_0403,VP Marketing,Company 15,"Technology, Information and Internet","Madrid, Spain",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-26,,yes,Not interested
lead_0404,Head of Growth,Company 16,Financial Services,"Lyon, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-13,,,
lead_0405,Responsable Commercial,Company 17,Software Development,"Paris, Île-de-France, France",501-1000,Q2 — RevOps EU (email),EMAIL,2026-08-02,,,
lead_0406,SVP Revenue,Company 18,IT Services and IT Consulting,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-19,,yes,Out of office
lead_0407,Head of RevOps,Company 19,IT Services and IT Consulting,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-23,,yes,Not now
lead_0408,Partnerships Manager,Company 20,Financial Services,"Toronto, Canada",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-08,,,
lead_0409,Co-Founder & CEO,Company 21,IT Services and IT Consulting,"Amsterdam, Netherlands",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-19,,,
lead_0410,SDR,Company 22,Software Development,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-07,,,
lead_0411,Founder,Company 23,"Technology, Information and Internet","Lisbon, Portugal",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-21,,,
lead_0412,Vice President Growth,Company 24,Financial Services,"London, England, United Kingdom",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-05,,,
lead_0413,CEO,Company 25,Financial Services,"Toronto, Canada",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-10,,,
lead_0414,Co-Founder & CEO,Company 26,Financial Services,"London, England, United Kingdom",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-21,,,
lead_0415,Marketing Manager,Company 27,"Technology, Information and Internet","Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-16,,,
lead_0416,Sales Manager,Company 28,Marketing Services,"Madrid, Spain",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-01,,,
lead_0417,Sales Director,Company 29,Software Development,"Berlin, Germany",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-23,,,
lead_0418,Founder,Company 30,Financial Services,"London, England, United Kingdom",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-21,,,
lead_0419,Managing Partner,Company 31,IT Services and IT Consulting,"Lyon, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-02,,,
lead_0420,SVP Revenue,Company 32,Financial Services,"Madrid, Spain",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-20,,,
lead_0421,Founder & CEO,Company 33,Marketing Services,"Lyon, France",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-28,,,
lead_0422,COO,Company 34,"Technology, Information and Internet","London, England, United Kingdom",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-25,,,
lead_0423,Directrice Marketing,Company 35,IT Services and IT Consulting,"Paris, Île-de-France, France",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-05-19,,,
lead_0424,SDR Manager,Company 36,IT Services and IT Consulting,"Lisbon, Portugal",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-03,,,
lead_0425,CEO,Company 37,Software Development,"New York, United States",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-07,,,
lead_0426,Account Executive,Company 38,Financial Services,"Amsterdam, Netherlands",501-1000,Q2 — RevOps EU (email),EMAIL,2026-07-25,,,
lead_0427,Managing Partner,Company 39,Software Development,"Paris, Île-de-France, France",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-16,,yes,Referral
lead_0428,Chief Growth Officer,Company 40,"Technology, Information and Internet","Amsterdam, Netherlands",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-28,,yes,Out of office
lead_0429,Chief Growth Officer,Company 41,IT Services and IT Consulting,"Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-11,,yes,Not interested
lead_0430,Founder & CEO,Company 42,Financial Services,"Amsterdam, Netherlands",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-09,,,
lead_0431,Directrice Marketing,Company 43,Marketing Services,"Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-10,,,
lead_0432,SDR Manager,Company 44,Marketing Services,"Austin, Texas, United States",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-05,,yes,Not now
lead_0433,Responsable Commercial,Company 45,Marketing Services,"Amsterdam, Netherlands",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-07,,,
lead_0434,Partnerships Manager,Company 46,Financial Services,"Toronto, Canada",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-14,,,
lead_0435,COO,Company 47,"Technology, Information and Internet","Austin, Texas, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-23,,yes,Referral
lead_0436,VP Sales,Company 48,IT Services and IT Consulting,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-06,,,
lead_0437,Chief Growth Officer,Company 49,Software Development,"Lisbon, Portugal",501-1000,Q2 — RevOps EU (email),EMAIL,2026-06-01,,,
lead_0438,Partnerships Manager,Company 50,"Technology, Information and Internet","New York, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-24,,,
lead_0439,SDR Manager,Company 51,Marketing Services,"Berlin, Germany",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-07,,,
lead_0440,COO,Company 52,Software Development,"Madrid, Spain",1-10,Q2 — RevOps EU (email),EMAIL,2026-06-22,,,
lead_0441,Partnerships Manager,Company 53,"Technology, Information and Internet","Berlin, Germany",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-06,,,
lead_0442,Partnerships Manager,Company 54,Marketing Services,"Toronto, Canada",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-05,,,
lead_0443,VP Marketing,Company 55,"Technology, Information and Internet","New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-02,,,
lead_0444,Marketing Manager,Company 56,"Technology, Information and Internet","Toronto, Canada",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-08-03,,,
lead_0445,Sales Manager,Company 57,IT Services and IT Consulting,"Madrid, Spain",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-02,,,
lead_0446,Partnerships Manager,Company 58,"Technology, Information and Internet","Toronto, Canada",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-03,,,
lead_0447,Chief Growth Officer,Company 59,IT Services and IT Consulting,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-09,,,
lead_0448,Head of Growth,Company 60,Software Development,"Berlin, Germany",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-09,,,
lead_0449,Sales Director,Company 61,Financial Services,"Lyon, France",1-10,Q2 — RevOps EU (email),EMAIL,2026-07-04,,,
lead_0450,Managing Partner,Company 62,"Technology, Information and Internet","Austin, Texas, United States",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-05-06,,,
lead_0451,Sales Director,Company 63,Financial Services,"Amsterdam, Netherlands",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-04,,,
lead_0452,Marketing Manager,Company 64,Marketing Services,"London, England, United Kingdom",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-18,,,
lead_0453,Directrice Marketing,Company 65,IT Services and IT Consulting,"Paris, Île-de-France, France",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-17,,,
lead_0454,Marketing Manager,Company 66,"Technology, Information and Internet","Lyon, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-03,,,
lead_0455,SVP Revenue,Company 67,Software Development,"Paris, Île-de-France, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-08-28,,,
lead_0456,Chief Growth Officer,Company 68,Software Development,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-05,,,
lead_0457,Head of RevOps,Company 69,Financial Services,"New York, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-19,,,
lead_0458,Co-Founder & CEO,Company 70,"Technology, Information and Internet","Madrid, Spain",51-200,Q2 — RevOps EU (email),EMAIL,2026-07-07,,,
lead_0459,Sales Manager,Company 71,Marketing Services,"New York, United States",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-01,,,
lead_0460,Sales Director,Company 72,Marketing Services,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-05-25,,,
lead_0461,Account Executive,Company 73,IT Services and IT Consulting,"Lyon, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-04,,,
lead_0462,Chief Growth Officer,Company 74,Marketing Services,"New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-06-20,,,
lead_0463,Sales Manager,Company 75,Software Development,"London, England, United Kingdom",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-11,,,
lead_0464,Co-Founder & CEO,Company 76,"Technology, Information and Internet","Amsterdam, Netherlands",51-200,Q2 — RevOps EU (email),EMAIL,2026-05-26,,,
lead_0465,Chief Growth Officer,Company 77,IT Services and IT Consulting,"Paris, Île-de-France, France",201-500,Q2 — RevOps EU (email),EMAIL,2026-05-26,,,
lead_0466,Partnerships Manager,Company 78,"Technology, Information and Internet","Berlin, Germany",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-07,,,
lead_0467,Partnerships Manager,Company 79,Software Development,"Lisbon, Portugal",1-10,Q2 — RevOps EU (email),EMAIL,2026-05-16,,,
lead_0468,SDR,Company 80,Marketing Services,"London, England, United Kingdom",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-06-28,,,
lead_0469,SDR Manager,Company 81,Software Development,"Amsterdam, Netherlands",1001-5000,Q2 — RevOps EU (email),EMAIL,2026-07-06,,,
lead_0470,SDR Manager,Company 82,IT Services and IT Consulting,"Austin, Texas, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-08-10,,,
lead_0471,Responsable Commercial,Company 83,Marketing Services,"Madrid, Spain",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-27,,,
lead_0472,Founder & CEO,Company 84,Marketing Services,"London, England, United Kingdom",501-1000,Q2 — RevOps EU (email),EMAIL,2026-05-26,,,
lead_0473,SDR Manager,Company 85,"Technology, Information and Internet","New York, United States",11-50,Q2 — RevOps EU (email),EMAIL,2026-07-15,,,
lead_0474,Sales Director,Company 86,Software Development,"Madrid, Spain",201-500,Q2 — RevOps EU (email),EMAIL,2026-08-22,,,
lead_0475,Partnerships Manager,Company 87,IT Services and IT Consulting,"New York, United States",1-10,Q2 — RevOps EU (email),EMAIL,2026-08-22,,,
lead_0476,Sales Manager,Company 88,IT Services and IT Consulting,"Paris, Île-de-France, France",51-200,Q2 — RevOps EU (email),EMAIL,2026-06-16,,,
lead_0477,SDR,Company 89,IT Services and IT Consulting,"Madrid, Spain",201-500,Q2 — RevOps EU (email),EMAIL,2026-07-10,,,
lead_0478,Head of Growth,Company 90,Software Development,"Madrid, Spain",51-200,Q2 — RevOps EU (email),EMAIL,2026-07-20,,yes,Meeting booked
lead_0479,Sales Manager,Company 91,IT Services and IT Consulting,"Toronto, Canada",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-04,,,
lead_0480,VP Marketing,Company 92,"Technology, Information and Internet","Austin, Texas, United States",201-500,Q2 — RevOps EU (email),EMAIL,2026-06-05,,,
lead_0481,VP Marketing,Company 93,Financial Services,"Lisbon, Portugal",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-17,no,,
lead_0482,SVP Revenue,Company 94,Retail,"Berlin, Germany",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-08,no,,
lead_0483,Partnerships Manager,Company 95,Retail,"Toronto, Canada",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-13,yes,,
lead_0484,Partnerships Manager,Company 96,Retail,"Lyon, France",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-15,yes,,
lead_0485,Sales Manager,Company 00,Financial Services,"Paris, Île-de-France, France",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-16,no,,
lead_0486,Chief Growth Officer,Company 01,Retail,"Madrid, Spain",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-10,no,,
lead_0487,Marketing Manager,Company 02,Retail,"Lisbon, Portugal",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-01,no,,
lead_0488,Co-Founder & CEO,Company 03,Retail,"Berlin, Germany",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-19,no,,
lead_0489,Managing Partner,Company 04,Retail,"Toronto, Canada",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-21,yes,,
lead_0490,Head of Sales,Company 05,Business Consulting and Services,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-06,no,,
lead_0491,Responsable Commercial,Company 06,Business Consulting and Services,"New York, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-26,no,,
lead_0492,Chief Revenue Officer,Company 07,Business Consulting and Services,"Lyon, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-13,no,,
lead_0493,Founder & CEO,Company 08,Financial Services,"Lyon, France",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-15,yes,,
lead_0494,Vice President Growth,Company 09,Financial Services,"Austin, Texas, United States",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-07,no,,
lead_0495,SDR Manager,Company 10,Business Consulting and Services,"Berlin, Germany",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-25,no,,
lead_0496,Sales Manager,Company 11,Business Consulting and Services,"Amsterdam, Netherlands",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-13,no,,
lead_0497,Founder & CEO,Company 12,Retail,"Toronto, Canada",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-19,yes,,
lead_0498,Founder,Company 13,Manufacturing,"Toronto, Canada",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-25,no,,
lead_0499,Business Developer,Company 14,Manufacturing,"Berlin, Germany",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-21,no,,
lead_0500,VP Marketing,Company 15,Business Consulting and Services,"Madrid, Spain",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-26,yes,,
lead_0501,Directrice Marketing,Company 16,Financial Services,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-07,yes,,
lead_0502,CMO,Company 17,Retail,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-14,yes,,
lead_0503,Partnerships Manager,Company 18,Manufacturing,"New York, United States",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-28,no,,
lead_0504,SDR,Company 19,Financial Services,"Berlin, Germany",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-23,no,,
lead_0505,Sales Manager,Company 20,Business Consulting and Services,"New York, United States",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-10,yes,,
lead_0506,Vice President Growth,Company 21,Retail,"Amsterdam, Netherlands",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-01,no,,
lead_0507,Managing Partner,Company 22,Retail,"Lyon, France",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-20,no,yes,Not interested
lead_0508,Co-Founder & CEO,Company 23,Business Consulting and Services,"Toronto, Canada",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-08,yes,,
lead_0509,Founder,Company 24,Retail,"Berlin, Germany",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-26,no,,
lead_0510,GTM Engineer,Company 25,Business Consulting and Services,"London, England, United Kingdom",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-04,yes,,
lead_0511,Vice President Growth,Company 26,Retail,"Toronto, Canada",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-22,no,yes,Interested
lead_0512,Head of Growth,Company 27,Financial Services,"Amsterdam, Netherlands",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-07,yes,,
lead_0513,Chief Growth Officer,Company 28,Retail,"New York, United States",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-24,yes,,
lead_0514,Sales Manager,Company 29,Business Consulting and Services,"Paris, Île-de-France, France",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-24,no,yes,Out of office
lead_0515,Partnerships Manager,Company 30,Business Consulting and Services,"Amsterdam, Netherlands",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-06,no,,
lead_0516,Founder & CEO,Company 31,Retail,"Berlin, Germany",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-12,yes,yes,Not interested
lead_0517,COO,Company 32,Manufacturing,"Lisbon, Portugal",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-03,no,,
lead_0518,SDR,Company 33,Manufacturing,"Toronto, Canada",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-09,no,,
lead_0519,Marketing Manager,Company 34,Manufacturing,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-14,no,,
lead_0520,SDR Manager,Company 35,Financial Services,"Berlin, Germany",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-04,yes,,
lead_0521,Chief Growth Officer,Company 36,Retail,"Paris, Île-de-France, France",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-19,no,yes,Interested
lead_0522,Account Executive,Company 37,Financial Services,"New York, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-08,yes,,
lead_0523,COO,Company 38,Manufacturing,"Lisbon, Portugal",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-19,no,,
lead_0524,Marketing Manager,Company 39,Retail,"Berlin, Germany",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-21,no,,
lead_0525,SDR Manager,Company 40,Financial Services,"Lisbon, Portugal",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-05,yes,,
lead_0526,CEO,Company 41,Manufacturing,"Paris, Île-de-France, France",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-19,no,,
lead_0527,Co-Founder & CEO,Company 42,Manufacturing,"Paris, Île-de-France, France",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-02,yes,,
lead_0528,SDR Manager,Company 43,Retail,"Lyon, France",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-09,yes,,
lead_0529,Responsable Commercial,Company 44,Retail,"London, England, United Kingdom",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-05,no,,
lead_0530,VP Sales,Company 45,Financial Services,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-18,no,yes,Referral
lead_0531,Marketing Manager,Company 46,Business Consulting and Services,"Madrid, Spain",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-01,no,,
lead_0532,Sales Manager,Company 47,Financial Services,"London, England, United Kingdom",11-50,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-21,no,,
lead_0533,Head of Sales,Company 48,Retail,"Toronto, Canada",501-1000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-22,yes,,
lead_0534,CMO,Company 49,Business Consulting and Services,"Austin, Texas, United States",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-05,no,,
lead_0535,Marketing Manager,Company 50,Retail,"London, England, United Kingdom",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-04,no,,
lead_0536,Head of Sales,Company 51,Financial Services,"Lyon, France",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-21,yes,,
lead_0537,Account Executive,Company 52,Retail,"Paris, Île-de-France, France",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-22,yes,,
lead_0538,CMO,Company 53,Business Consulting and Services,"Austin, Texas, United States",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-05,yes,,
lead_0539,COO,Company 54,Financial Services,"Berlin, Germany",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-06,no,,
lead_0540,Responsable Commercial,Company 55,Business Consulting and Services,"New York, United States",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-14,no,,
lead_0541,Account Executive,Company 56,Business Consulting and Services,"New York, United States",1-10,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-26,yes,,
lead_0542,Marketing Manager,Company 57,Business Consulting and Services,"Amsterdam, Netherlands",201-500,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-03,no,,
lead_0543,Founder,Company 58,Retail,"Toronto, Canada",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-06-14,no,,
lead_0544,Marketing Manager,Company 59,Manufacturing,"Paris, Île-de-France, France",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-08-09,yes,,
lead_0545,Head of Sales,Company 60,Manufacturing,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-08,yes,,
lead_0546,Sales Manager,Company 61,Manufacturing,"Austin, Texas, United States",1001-5000,Q3 — Retail & Manufacturing test,LINKEDIN,2026-07-21,no,,
lead_0547,Head of RevOps,Company 62,Financial Services,"London, England, United Kingdom",51-200,Q3 — Retail & Manufacturing test,LINKEDIN,2026-05-24,yes,yes,Not interested
